Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Browse Exists,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec
227,LO81830552013168LGN00,LO81830552013168LGN00,1,N,LO81830552013168LGN00, 183, 055, 183, 055,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:15:12.3331212,2013:168:09:15:41.3334141,9,8.56,60.55993724,53.80040582,5.74,6.129,Yes,7°13'52.93"N,15°45'56.95"E,8°13'07.72"N,15°05'45.85"E,7°51'33.55"N,16°46'57.22"E,6°14'07.73"N,16°25'51.89"E,6°35'52.08"N,14°45'03.13"E,7.23137,15.76582,8.21881,15.09607,7.85932,16.78256,6.23548,16.43108,6.5978,14.75087
228,LO81830562013168LGN00,LO81830562013168LGN00,1,N,LO81830562013168LGN00, 183, 056, 183, 056,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:15:36.3333636,2013:168:09:16:05.3336505,9,14.06,59.52661406,52.00695147,6.684,6.913,Yes,5°47'07.01"N,15°27'21.42"E,6°46'21.94"N,14°47'17.52"E,6°24'49.03"N,16°28'10.24"E,4°47'22.88"N,16°07'11.89"E,5°09'06.26"N,14°26'37.28"E,5.78528,15.45595,6.77276,14.7882,6.41362,16.46951,4.78969,16.11997,5.15174,14.44369
229,LO81830342013168LGN00,LO81830342013168LGN00,1,N,LO81830342013168LGN00, 183, 034, 183, 034,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:06:50.3281050,2013:168:09:07:20.3284020,9,1.96,67.70081197,122.81918505,5.123,5.061,Yes,37°28'27.41"N,23°07'48.04"E,38°28'09.23"N,22°18'29.16"E,38°04'12.07"N,24°25'41.99"E,36°27'52.70"N,23°55'33.38"E,36°51'46.33"N,21°51'02.56"E,37.47428,23.13001,38.46923,22.3081,38.07002,24.42833,36.46464,23.92594,36.86287,21.85071
230,LO81830352013168LGN00,LO81830352013168LGN00,1,N,LO81830352013168LGN00, 183, 035, 183, 035,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:07:14.3283414,2013:168:09:07:43.3286343,9,.15,68.21620075,119.2746303,3.368,3.332,Yes,36°02'35.30"N,22°42'30.67"E,37°02'13.52"N,21°53'57.01"E,36°38'30.34"N,23°58'51.85"E,35°02'05.42"N,23°29'36.56"E,35°25'46.45"N,21°27'13.32"E,36.04314,22.70852,37.03709,21.89917,36.64176,23.98107,35.03484,23.49349,35.42957,21.4537
231,LO81830372013168LGN00,LO81830372013168LGN00,1,N,LO81830372013168LGN00, 183, 037, 183, 037,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:08:01.3288101,2013:168:09:08:31.3291131,9,.01,68.99556121,111.78311762,4.211,4.704,Yes,33°10'36.91"N,21°53'55.57"E,34°10'08.98"N,21°06'49.79"E,33°46'52.07"N,23°07'25.18"E,32°10'15.71"N,22°39'43.96"E,32°33'32.72"N,20°41'20.94"E,33.17692,21.89877,34.16916,21.11383,33.78113,23.12366,32.17103,22.66221,32.55909,20.68915
232,LO81830382013168LGN00,LO81830382013168LGN00,1,N,LO81830382013168LGN00, 183, 038, 183, 038,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:08:25.3290525,2013:168:09:08:55.3293555,9,0,69.25002547,107.87975563,4.433,4.972,Yes,31°44'31.42"N,21°30'31.25"E,32°44'00.71"N,20°44'04.60"E,32°20'54.85"N,22°42'45.36"E,30°44'13.81"N,22°15'45.58"E,31°07'20.78"N,20°19'08.44"E,31.74206,21.50868,32.73353,20.73461,32.34857,22.7126,30.73717,22.26266,31.12244,20.31901
233,LO81830392013168LGN00,LO81830392013168LGN00,1,N,LO81830392013168LGN00, 183, 039, 183, 039,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:08:49.3292949,2013:168:09:09:19.3295919,9,.08,69.40947755,103.9105004,5.086,4.798,Yes,30°18'23.04"N,21°07'38.82"E,31°17'50.06"N,20°21'49.64"E,30°54'54.61"N,22°18'42.30"E,29°18'08.96"N,21°52'20.46"E,29°41'06.43"N,19°57'23.18"E,30.3064,21.12745,31.29724,20.36379,30.91517,22.31175,29.30249,21.87235,29.68512,19.95644
234,LO81830242013168LGN00,LO81830242013168LGN00,1,N,LO81830242013168LGN00, 183, 024, 183, 024,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:02:51.3257151,2013:168:09:03:21.3260121,9,14.6,59.24183842,149.99907368,5.797,5.041,Yes,51°41'35.95"N,28°16'39.94"E,52°42'30.24"N,27°16'24.02"E,52°14'22.52"N,29°59'19.46"E,50°39'38.16"N,29°13'51.10"E,51°07'19.13"N,26°36'20.63"E,51.69332,28.27776,52.7084,27.27334,52.23959,29.98874,50.6606,29.23086,51.12198,26.60573
235,LO81830252013168LGN00,LO81830252013168LGN00,1,N,LO81830252013168LGN00, 183, 025, 183, 025,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:03:15.3259515,2013:168:09:03:45.3262545,9,7.93,60.28376659,147.86043813,5.287,5.169,Yes,50°16'51.24"N,27°39'29.20"E,51°17'34.58"N,26°40'34.79"E,50°50'03.12"N,29°18'41.69"E,49°15'05.58"N,28°35'31.56"E,49°42'13.86"N,26°02'26.70"E,50.2809,27.65811,51.29294,26.67633,50.8342,29.31158,49.25155,28.5921,49.70385,26.04075
236,LO81830262013168LGN00,LO81830262013168LGN00,1,N,LO81830262013168LGN00, 183, 026, 183, 026,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:03:39.3261939,2013:168:09:04:09.3264909,9,1.14,61.29313802,145.62172921,5.001,4.691,Yes,48°51'58.18"N,27°04'06.13"E,49°52'31.58"N,26°06'29.30"E,49°25'33.10"N,28°40'08.51"E,47°50'23.28"N,27°59'02.98"E,48°17'01.75"N,25°30'04.86"E,48.86616,27.06837,49.87544,26.10814,49.42586,28.66903,47.8398,27.98416,48.28382,25.50135
237,LO81830272013168LGN00,LO81830272013168LGN00,1,N,LO81830272013168LGN00, 183, 027, 183, 027,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:04:03.3264303,2013:168:09:04:32.3267232,9,3.43,62.26651587,143.27087166,5.263,4.883,Yes,47°26'57.41"N,26°30'20.30"E,48°27'21.71"N,25°33'57.42"E,48°00'53.32"N,28°03'27.40"E,46°25'32.56"N,27°24'14.08"E,46°51'43.74"N,24°59'05.86"E,47.44928,26.50564,48.45603,25.56595,48.01481,28.05761,46.42571,27.40391,46.86215,24.98496
238,LO81830402013168LGN00,LO81830402013168LGN00,1,N,LO81830402013168LGN00, 183, 040, 183, 040,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:09:13.3295313,2013:168:09:09:43.3298343,9,.01,69.47177375,99.90777253,5.189,6.59,Yes,28°52'09.55"N,20°45'15.08"E,29°51'34.42"N,20°00'01.58"E,29°28'48.86"N,21°55'11.53"E,27°51'58.50"N,21°29'25.01"E,28°14'46.97"N,19°36'02.66"E,28.86932,20.75419,29.85956,20.00044,29.48024,21.91987,27.86625,21.49028,28.24638,19.60074
239,LO81830412013168LGN00,LO81830412013168LGN00,1,N,LO81830412013168LGN00, 183, 041, 183, 041,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:09:37.3297737,2013:168:09:10:07.3300707,9,0,69.43597881,95.91017089,5.031,5.755,Yes,27°25'53.62"N,20°23'18.28"E,28°25'16.61"N,19°38'38.58"E,28°02'40.06"N,21°32'12.95"E,26°25'45.62"N,21°06'58.54"E,26°48'25.85"N,19°15'04.32"E,27.43156,20.38841,28.42128,19.64405,28.04446,21.53693,26.42934,21.11626,26.80718,19.2512
240,LO81830422013168LGN00,LO81830422013168LGN00,1,N,LO81830422013168LGN00, 183, 042, 183, 042,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:10:01.3300101,2013:168:09:10:31.3303131,9,0,69.30251508,91.95275898,6.398,5.94,Yes,25°59'32.89"N,20°01'45.37"E,26°58'54.48"N,19°17'36.10"E,26°36'25.67"N,21°09'43.88"E,24°59'27.46"N,20°44'59.28"E,25°22'00.62"N,18°54'24.62"E,25.99247,20.02927,26.9818,19.29336,26.60713,21.16219,24.99096,20.7498,25.36684,18.90684
241,LO81830432013168LGN00,LO81830432013168LGN00,1,N,LO81830432013168LGN00, 183, 043, 183, 043,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:10:25.3302525,2013:168:09:10:55.3305555,9,0,69.07339779,88.07303027,3.851,6.473,Yes,24°33'10.37"N,19°40'35.26"E,25°32'30.55"N,18°56'55.14"E,25°10'09.23"N,20°47'40.74"E,23°33'07.45"N,20°23'23.57"E,23°55'33.82"N,18°34'04.37"E,24.55288,19.67646,25.54182,18.94865,25.16923,20.79465,23.55207,20.38988,23.92606,18.56788
242,LO81830442013168LGN00,LO81830442013168LGN00,1,N,LO81830442013168LGN00, 183, 044, 183, 044,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:10:49.3304949,2013:168:09:11:19.3307919,9,0,68.75170846,84.30260049,4.193,6.045,Yes,23°06'46.33"N,19°19'45.70"E,24°06'05.08"N,18°36'33.30"E,23°43'50.63"N,20°26'02.26"E,22°06'45.61"N,20°02'10.07"E,22°29'05.68"N,18°14'01.10"E,23.11287,19.32936,24.10141,18.60925,23.73073,20.43396,22.11267,20.03613,22.48491,18.23364
243,LO81830452013168LGN00,LO81830452013168LGN00,1,N,LO81830452013168LGN00, 183, 045, 183, 045,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:11:13.3307313,2013:168:09:11:42.3310242,9,0,68.34134761,80.66530034,4.409,5.737,Yes,21°40'16.86"N,18°59'14.32"E,22°39'34.85"N,18°16'27.37"E,22°17'26.66"N,20°04'45.59"E,20°40'18.16"N,19°41'16.73"E,21°02'32.57"N,17°54'12.42"E,21.67135,18.98731,22.65968,18.27427,22.29074,20.07933,20.67171,19.68798,21.04238,17.90345
244,LO81830282013168LGN00,LO81830282013168LGN00,1,N,LO81830282013168LGN00, 183, 028, 183, 028,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:04:26.3266626,2013:168:09:04:56.3269656,9,3.61,63.20031686,140.79497737,4.878,4.714,Yes,46°01'47.68"N,25°58'01.27"E,47°02'03.84"N,25°02'49.16"E,46°36'03.24"N,27°28'25.90"E,45°00'31.93"N,26°50'54.06"E,45°26'17.95"N,24°29'21.34"E,46.02991,25.96702,47.0344,25.04699,46.6009,27.47386,45.00887,26.84835,45.43832,24.48926
245,LO81830292013168LGN00,LO81830292013168LGN00,1,N,LO81830292013168LGN00, 183, 029, 183, 029,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:04:50.3269050,2013:168:09:05:20.3272020,9,1.77,64.09017835,138.18285989,5.096,5.417,Yes,44°36'29.66"N,25°27'00.65"E,45°36'38.56"N,24°32'55.46"E,45°11'03.26"N,26°54'55.26"E,43°35'22.49"N,26°18'55.48"E,44°00'45.54"N,24°00'43.27"E,44.60824,25.45018,45.61071,24.54874,45.18424,26.91535,43.58958,26.31541,44.01265,24.01202
246,LO81830302013168LGN00,LO81830302013168LGN00,1,N,LO81830302013168LGN00, 183, 030, 183, 030,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:05:14.3271414,2013:168:09:05:44.3274444,9,3.65,64.93120797,135.42520635,4.869,5.084,Yes,43°11'04.96"N,24°57'11.48"E,44°11'07.12"N,24°04'10.81"E,43°45'55.26"N,26°22'46.52"E,42°10'05.59"N,25°48'10.40"E,42°35'07.26"N,23°33'07.13"E,43.18471,24.95319,44.18531,24.06967,43.76535,26.37959,42.16822,25.80289,42.58535,23.55198
247,LO81830312013168LGN00,LO81830312013168LGN00,1,N,LO81830312013168LGN00, 183, 031, 183, 031,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:05:38.3273838,2013:168:09:06:08.3276808,9,4.74,65.71831142,132.51385332,5.926,6.519,Yes,41°45'33.95"N,24°28'27.16"E,42°45'30.06"N,23°36'27.04"E,42°20'39.55"N,25°51'53.28"E,40°44'41.64"N,25°18'33.34"E,41°09'23.94"N,23°06'25.52"E,41.75943,24.47421,42.75835,23.60751,42.34432,25.8648,40.7449,25.30926,41.15665,23.10709
248,LO81830322013168LGN00,LO81830322013168LGN00,1,N,LO81830322013168LGN00, 183, 032, 183, 032,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:06:02.3276202,2013:168:09:06:32.3279232,9,3.13,66.44609462,129.44329055,4.47,4.558,Yes,40°19'57.14"N,24°00'41.98"E,41°19'48.25"N,23°09'36.94"E,40°55'16.57"N,25°22'10.27"E,39°19'11.24"N,24°49'59.88"E,39°43'36.41"N,22°40'32.02"E,40.33254,24.01166,41.33007,23.16026,40.92127,25.36952,39.31979,24.8333,39.72678,22.67556
249,LO81830332013168LGN00,LO81830332013168LGN00,1,N,LO81830332013168LGN00, 183, 033, 183, 033,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:06:26.3278626,2013:168:09:06:56.3281656,9,3.87,67.10875824,126.21162361,5.61,5.207,Yes,38°54'15.66"N,23°33'50.72"E,39°54'02.09"N,22°43'39.47"E,39°29'48.12"N,24°53'28.68"E,37°53'35.63"N,24°22'21.86"E,38°17'44.66"N,22°15'26.03"E,38.90435,23.56409,39.90058,22.72763,39.4967,24.8913,37.89323,24.37274,38.29574,22.25723
250,LO81830462013168LGN00,LO81830462013168LGN00,1,N,LO81830462013168LGN00, 183, 046, 183, 046,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:11:37.3309737,2013:168:09:12:06.3312606,9,0,67.84762934,77.18553508,4.316,5.806,Yes,20°13'47.21"N,18°39'00.58"E,21°13'04.04"N,17°56'37.86"E,20°51'01.69"N,19°43'49.87"E,19°13'50.59"N,19°20'42.07"E,19°35'59.64"N,17°34'37.99"E,20.22978,18.65016,21.21779,17.94385,20.85047,19.73052,19.23072,19.34502,19.5999,17.57722
251,LO81830472013168LGN00,LO81830472013168LGN00,1,N,LO81830472013168LGN00, 183, 047, 183, 047,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:12:00.3312000,2013:168:09:12:30.3315030,9,.01,67.2758944,73.87665559,3.951,5.525,Yes,18°47'15.40"N,18°19'02.57"E,19°46'31.62"N,17°37'02.17"E,19°24'34.74"N,19°23'12.66"E,17°47'20.62"N,19°00'24.48"E,18°09'24.73"N,17°15'16.27"E,18.78761,18.31738,19.77545,17.61727,19.40965,19.38685,17.78906,19.0068,18.15687,17.25452
252,LO81830482013168LGN00,LO81830482013168LGN00,1,N,LO81830482013168LGN00, 183, 048, 183, 048,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:12:24.3314424,2013:168:09:12:54.3317454,9,6.77,66.6314292,70.74640441,5.548,5.488,Yes,17°20'39.12"N,17°59'17.77"E,18°19'54.48"N,17°17'39.05"E,17°58'02.71"N,19°02'52.01"E,16°20'46.14"N,18°40'21.40"E,16°42'45.50"N,16°56'05.17"E,17.3442,17.98827,18.3318,17.29418,17.96742,19.04778,16.34615,18.67261,16.71264,16.93477
253,LO81830492013168LGN00,LO81830492013168LGN00,1,N,LO81830492013168LGN00, 183, 049, 183, 049,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:12:48.3316848,2013:168:09:13:18.3319818,9,3.02,65.92087336,67.80198417,16.62,12.898,Yes,15°54'03.89"N,17°39'46.62"E,16°53'18.85"N,16°58'25.68"E,16°31'31.12"N,18°42'49.46"E,14°54'12.20"N,18°20'35.30"E,15°16'08.04"N,16°37'03.00"E,15.90108,17.66295,16.88857,16.9738,16.52531,18.71374,14.90339,18.34314,15.2689,16.6175
254,LO81830502013168LGN00,LO81830502013168LGN00,1,N,LO81830502013168LGN00, 183, 050, 183, 050,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:13:12.3319212,2013:168:09:13:42.3322242,9,0,65.14913423,65.04008779,4.608,4.161,Yes,14°27'24.26"N,17°20'26.34"E,15°26'39.26"N,16°39'18.94"E,15°04'53.87"N,18°23'03.80"E,13°27'33.84"N,18°01'04.40"E,13°49'27.70"N,16°18'05.94"E,14.45674,17.34065,15.44424,16.65526,15.08163,18.38439,13.4594,18.01789,13.82436,16.30165
255,LO81830512013168LGN00,LO81830512013168LGN00,1,N,LO81830512013168LGN00, 183, 051, 183, 051,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/17,2013:168:09:13:36.3321636,2013:168:09:14:06.3324606,9,0,64.32225468,62.45945896,4.37,4.487,Yes,13°00'44.46"N,17°01'16.46"E,13°59'59.32"N,16°20'22.49"E,13°38'16.51"N,18°03'29.95"E,12°00'55.08"N,17°41'43.91"E,12°22'46.74"N,15°59'17.88"E,13.01235,17.02124,13.99981,16.33958,13.63792,18.05832,12.0153,17.69553,12.37965,15.9883
256,LO81740752013153LGN00,LO81740752013153LGN00,1,N,LO81740752013153LGN00, 174, 075, 174, 075,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:27:39.3045939,2013:153:08:28:09.3048909,9,0,37.80183377,34.83830792,6.429,6.447,Yes,21°40'18.01"S,23°20'07.69"E,20°40'47.68"S,22°37'33.67"E,21°03'00.97"S,24°25'29.68"E,22°39'57.96"S,24°03'18.07"E,22°17'27.71"S,22°14'09.24"E,-21.67167,23.33547,-20.67991,22.62602,-21.05027,24.42491,-22.6661,24.05502,-22.29103,22.2359
257,LO81740762013153LGN00,LO81740762013153LGN00,1,N,LO81740762013153LGN00, 174, 076, 174, 076,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:28:03.3048303,2013:153:08:28:32.3051232,9,0,36.49438262,34.45197617,5.728,6.175,Yes,23°06'46.12"S,22°59'36.67"E,22°07'13.69"S,22°16'38.50"E,22°29'33.29"S,24°05'42.72"E,24°06'26.96"S,23°43'14.38"E,23°43'49.80"S,21°52'51.28"E,-23.11281,22.99352,-22.12047,22.27736,-22.49258,24.0952,-24.10749,23.72066,-23.7305,21.88091
258,LO81740772013153LGN00,LO81740772013153LGN00,1,N,LO81740772013153LGN00, 174, 077, 174, 077,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:28:27.3050727,2013:153:08:28:56.3053656,9,.02,35.18196607,34.10330269,5.819,5.637,Yes,24°33'11.30"S,22°38'47.04"E,23°33'36.83"S,21°55'23.20"E,23°56'03.26"S,23°45'40.72"E,25°32'53.20"S,23°22'53.83"E,25°10'08.65"S,21°31'11.06"E,-24.55314,22.6464,-23.56023,21.92311,-23.93424,23.76131,-25.54811,23.38162,-25.16907,21.51974
259,LO81740782013153LGN00,LO81740782013153LGN00,1,N,LO81740782013153LGN00, 174, 078, 174, 078,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:28:51.3053151,2013:153:08:29:20.3056020,9,0,33.86472191,33.79078743,5.056,6.483,Yes,25°59'34.37"S,22°17'36.82"E,24°59'57.48"S,21°33'45.58"E,25°22'31.22"S,23°25'21.65"E,26°59'17.27"S,23°02'14.53"E,26°36'24.77"S,21°09'06.52"E,-25.99288,22.29356,-24.9993,21.56266,-25.37534,23.42268,-26.98813,23.03737,-26.60688,21.15181
260,LO81740792013153LGN00,LO81740792013153LGN00,1,N,LO81740792013153LGN00, 174, 079, 174, 079,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:29:15.3055515,2013:153:08:29:44.3058444,9,.06,32.54352348,33.51333686,5.659,6.601,Yes,27°25'53.08"S,21°56'04.52"E,26°26'13.70"S,21°11'44.34"E,26°48'55.33"S,23°04'44.65"E,28°25'37.45"S,22°41'15.07"E,28°02'36.35"S,20°46'35.83"E,-27.43141,21.93459,-26.43714,21.19565,-26.81537,23.07907,-28.42707,22.68752,-28.04343,20.77662
261,LO81740802013153LGN00,LO81740802013153LGN00,1,N,LO81740802013153LGN00, 174, 080, 174, 080,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:29:38.3057838,2013:153:08:30:08.3060808,9,2.61,31.21820996,33.26981275,4.693,5.174,Yes,28°52'09.16"S,21°34'07.68"E,27°52'27.23"S,20°49'16.03"E,28°15'17.60"S,22°43'47.78"E,29°51'55.26"S,22°19'53.80"E,29°28'44.65"S,20°23'35.74"E,-28.86921,21.5688,-27.87423,20.82112,-28.25489,22.72994,-29.86535,22.33161,-29.47907,20.39326
262,LO81740202013153LGN00,LO81740202013153LGN00,1,N,LO81740202013153LGN00, 174, 020, 174, 020,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:05:44.2914444,2013:153:08:06:14.2917414,9,1.75,53.81820987,159.36268504,5.652,5.007,Yes,57°18'35.39"N,45°00'25.09"E,58°20'26.45"N,43°54'02.63"E,57°49'12.04"N,47°00'24.52"E,56°15'37.01"N,46°02'37.39"E,56°46'05.74"N,43°03'36.43"E,57.30983,45.00697,58.34068,43.90073,57.82001,47.00681,56.26028,46.04372,56.76826,43.06012
263,LO81740612013153LGN00,LO81740612013153LGN00,1,N,LO81740612013153LGN00, 174, 061, 174, 061,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:22:04.3012404,2013:153:08:22:34.3015434,9,8.26,55.22834024,45.61695477,4.961,7.054,Yes,1°26'47.26"S,27°47'28.75"E,0°27'31.14"S,27°07'37.34"E,0°49'02.78"S,28°47'57.44"E,2°26'27.67"S,28°27'18.76"E,2°04'44.15"S,26°46'54.73"E,-1.44646,27.79132,-.45865,27.12704,-.81744,28.79929,-2.44102,28.45521,-2.07893,26.78187
264,LO81740142013153LGN00,LO81740142013153LGN00,1,N,LO81740142013153LGN00, 174, 014, 174, 014,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:03:21.2900121,2013:153:08:03:50.2903050,9,3.34,46.50452907,169.92275136,4.906,4.725,Yes,65°35'13.67"N,51°07'03.40"E,66°39'26.28"N,49°50'52.51"E,66°00'18.65"N,53°49'49.30"E,64°29'52.62"N,52°16'22.84"E,65°07'20.24"N,48°29'26.41"E,65.58713,51.11761,66.6573,49.84792,66.00518,53.83036,64.49795,52.27301,65.12229,48.49067
265,LO81740182013153LGN00,LO81740182013153LGN00,1,N,LO81740182013153LGN00, 174, 018, 174, 018,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:04:56.2909656,2013:153:08:05:26.2912626,9,.66,51.43422058,162.83804254,6.181,5.828,Yes,60°05'37.03"N,46°43'59.81"E,61°08'06.22"N,45°34'18.48"E,60°34'47.10"N,48°55'23.56"E,59°01'59.38"N,47°48'47.74"E,59°34'19.24"N,44°36'20.09"E,60.09362,46.73328,61.13506,45.5718,60.57975,48.92321,59.03316,47.81326,59.57201,44.60558
266,LO81740192013153LGN00,LO81740192013153LGN00,1,N,LO81740192013153LGN00, 174, 019, 174, 019,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:05:20.2912020,2013:153:08:05:50.2915050,9,0,52.6341674,161.10758991,4.866,4.758,Yes,58°42'14.62"N,45°50'22.63"E,59°44'23.71"N,44°42'21.71"E,59°12'10.22"N,47°55'47.42"E,57°38'57.59"N,46°53'52.94"E,58°10'19.06"N,43°48'24.59"E,58.70406,45.83962,59.73992,44.70603,59.20284,47.92984,57.64933,46.89804,58.17196,43.80683
267,LO81740292013153LGN00,LO81740292013153LGN00,1,N,LO81740292013153LGN00, 174, 029, 174, 029,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:09:19.2935919,2013:153:08:09:49.2938949,9,8.84,63.42273228,140.82655082,5.475,5.474,Yes,44°36'29.30"N,39°19'29.82"E,45°36'38.30"N,38°25'20.39"E,45°11'01.39"N,40°47'28.36"E,43°35'22.16"N,40°11'28.86"E,44°00'46.80"N,37°53'08.63"E,44.60814,39.32495,45.61064,38.42233,45.18372,40.79121,43.58949,40.19135,44.013,37.88573
268,LO81740312013153LGN00,LO81740312013153LGN00,1,N,LO81740312013153LGN00, 174, 031, 174, 031,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:10:07.2940707,2013:153:08:10:36.2943636,9,1.3,65.16621807,135.46819742,4.346,4.631,Yes,41°45'34.27"N,38°20'56.29"E,42°45'30.71"N,37°28'49.66"E,42°20'37.82"N,39°44'28.32"E,40°44'41.71"N,39°11'08.74"E,41°09'26.35"N,36°58'48.65"E,41.75952,38.34897,42.75853,37.48046,42.34384,39.7412,40.74492,39.18576,41.15732,36.98018
269,LO81740322013153LGN00,LO81740322013153LGN00,1,N,LO81740322013153LGN00, 174, 032, 174, 032,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:10:31.2943131,2013:153:08:11:00.2946000,9,5.33,65.95934902,132.55444014,4.348,4.506,Yes,40°19'58.08"N,37°53'11.08"E,41°19'49.08"N,37°02'02.69"E,40°55'16.03"N,39°14'42.79"E,39°19'12.14"N,38°42'32.69"E,39°43'38.71"N,36°32'58.16"E,40.3328,37.88641,41.3303,37.03408,40.92112,39.24522,39.32004,38.70908,39.72742,36.54949
270,LO81740352013153LGN00,LO81740352013153LGN00,1,N,LO81740352013153LGN00, 174, 035, 174, 035,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/06/02,2013:153:08:11:42.2950242,2013:153:08:12:12.2953212,9,4.52,67.95784822,122.81487835,5.429,6.391,Yes,36°02'35.77"N,36°34'59.41"E,37°02'13.27"N,35°46'28.63"E,36°38'31.09"N,37°51'17.35"E,35°02'06.50"N,37°22'02.32"E,35°25'46.45"N,35°19'45.01"E,36.04327,36.58317,37.03702,35.77462,36.64197,37.85482,35.03514,37.36731,35.42957,35.32917
